Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,1368.1400146484375,1341.550048828125,1341.550048828125,1367.3699951171875,1406600,1367.3699951171875
2020-01-03,1372.5,1345.5439453125,1347.8599853515625,1360.6600341796875,1186400,1360.6600341796875
2020-01-06,1396.5,1350.0,1350.0,1394.2099609375,1732300,1394.2099609375
2020-01-07,1402.989990234375,1390.3800048828125,1397.93994140625,1393.3399658203125,1502700,1393.3399658203125
2020-01-08,1411.5799560546875,1390.8399658203125,1392.0799560546875,1404.3199462890625,1528000,1404.3199462890625
2020-01-09,1427.3299560546875,1410.27001953125,1420.5699462890625,1419.8299560546875,1500900,1419.8299560546875
2020-01-10,1434.928955078125,1418.3499755859375,1427.56005859375,1429.72998046875,1820700,1429.72998046875
2020-01-13,1440.52001953125,1426.02001953125,1436.1300048828125,1439.22998046875,1652300,1439.22998046875
2020-01-14,1441.800048828125,1428.3699951171875,1439.010009765625,1430.8800048828125,1558900,1430.8800048828125
2020-01-15,1441.39501953125,1430.2099609375,1430.2099609375,1439.199951171875,1282700,1439.199951171875
2020-01-16,1451.989990234375,1440.9200439453125,1447.43994140625,1451.699951171875,1173700,1451.699951171875
2020-01-17,1481.2950439453125,1458.219970703125,1462.9100341796875,1480.3900146484375,2396200,1480.3900146484375
2020-01-21,1491.8499755859375,1471.199951171875,1479.1199951171875,1484.4000244140625,2036700,1484.4000244140625
2020-01-22,1503.2139892578125,1484.9300537109375,1491.0,1485.949951171875,1610800,1485.949951171875
2020-01-23,1495.52001953125,1482.0999755859375,1487.6400146484375,1486.6500244140625,1351200,1486.6500244140625
2020-01-24,1495.4949951171875,1465.25,1493.5899658203125,1466.7099609375,1784600,1466.7099609375
2020-01-27,1438.0699462890625,1421.199951171875,1431.0,1433.9000244140625,1755200,1433.9000244140625
2020-01-28,1456.0,1432.469970703125,1443.0,1452.56005859375,1577400,1452.56005859375
2020-01-29,1465.4300537109375,1446.739990234375,1458.800048828125,1458.6300048828125,1077700,1458.6300048828125
2020-01-30,1457.280029296875,1436.4000244140625,1439.9599609375,1455.8399658203125,1339400,1455.8399658203125
2020-01-31,1470.1300048828125,1428.530029296875,1468.9000244140625,1434.22998046875,2417200,1434.22998046875
2020-02-03,1490.0,1458.989990234375,1462.0,1485.93994140625,3036800,1485.93994140625
2020-02-04,1469.5,1426.300048828125,1457.0699462890625,1447.0699462890625,3933000,1447.0699462890625
2020-02-05,1463.8399658203125,1430.56005859375,1462.4200439453125,1448.22998046875,1986200,1448.22998046875
2020-02-06,1482.0,1449.5699462890625,1450.3299560546875,1476.22998046875,1679400,1476.22998046875
2020-02-07,1485.8399658203125,1466.3499755859375,1467.300048828125,1479.22998046875,1172300,1479.22998046875
2020-02-10,1509.5,1474.3199462890625,1474.3199462890625,1508.6800537109375,1419900,1508.6800537109375
2020-02-11,1529.6300048828125,1505.637939453125,1511.81005859375,1508.7900390625,1344600,1508.7900390625
2020-02-12,1520.6949462890625,1508.1099853515625,1514.47998046875,1518.27001953125,1167600,1518.27001953125
2020-02-13,1527.1800537109375,1504.5999755859375,1512.68994140625,1514.6600341796875,929500,1514.6600341796875
2020-02-14,1520.739990234375,1507.3399658203125,1515.5999755859375,1520.739990234375,1197800,1520.739990234375
2020-02-18,1531.6300048828125,1512.5899658203125,1515.0,1519.6700439453125,1120700,1519.6700439453125
2020-02-19,1532.10595703125,1521.4000244140625,1525.0699462890625,1526.68994140625,949300,1526.68994140625
2020-02-20,1529.6400146484375,1506.8199462890625,1522.0,1518.1500244140625,1096600,1518.1500244140625
2020-02-21,1512.2149658203125,1480.43994140625,1508.030029296875,1485.1099853515625,1731700,1485.1099853515625
2020-02-24,1436.969970703125,1411.3900146484375,1426.1099853515625,1421.5899658203125,2867100,1421.5899658203125
2020-02-25,1438.1400146484375,1382.4000244140625,1433.0,1388.449951171875,2478300,1388.449951171875
2020-02-26,1415.699951171875,1379.0,1396.1400146484375,1393.1800537109375,2202400,1393.1800537109375
2020-02-27,1371.7039794921875,1317.1700439453125,1362.06005859375,1318.0899658203125,2978300,1318.0899658203125
2020-02-28,1341.1400146484375,1271.0,1277.5,1339.3299560546875,3789100,1339.3299560546875
2020-03-02,1390.8699951171875,1326.81494140625,1351.6099853515625,1389.1099853515625,2431500,1389.1099853515625
2020-03-03,1410.1500244140625,1332.0,1399.4200439453125,1341.3900146484375,2402300,1341.3900146484375
2020-03-04,1388.0899658203125,1343.1099853515625,1359.22998046875,1386.52001953125,1913300,1386.52001953125
2020-03-05,1358.9100341796875,1305.0999755859375,1350.199951171875,1319.0400390625,2561300,1319.0400390625
2020-03-06,1306.219970703125,1261.050048828125,1277.06005859375,1298.4100341796875,2660600,1298.4100341796875
2020-03-09,1254.760009765625,1200.0,1205.300048828125,1215.56005859375,3365400,1215.56005859375
2020-03-10,1281.1500244140625,1218.77001953125,1260.0,1280.3900146484375,2611400,1280.3900146484375
2020-03-11,1260.9599609375,1196.0699462890625,1249.699951171875,1215.4100341796875,2608500,1215.4100341796875
2020-03-12,1193.8699951171875,1113.300048828125,1126.0,1114.9100341796875,4226700,1114.9100341796875
2020-03-13,1219.760009765625,1117.1429443359375,1179.0,1219.72998046875,3700100,1219.72998046875
2020-03-16,1152.2669677734375,1074.43994140625,1096.0,1084.3299560546875,4252400,1084.3299560546875
2020-03-17,1130.8599853515625,1056.010009765625,1093.1099853515625,1119.800048828125,3861500,1119.800048828125
2020-03-18,1106.5,1037.280029296875,1056.510009765625,1096.800048828125,4233400,1096.800048828125
2020-03-19,1157.969970703125,1060.1080322265625,1093.050048828125,1115.2900390625,3651100,1115.2900390625
2020-03-20,1143.989990234375,1065.489990234375,1135.719970703125,1072.3199462890625,3601800,1072.3199462890625
2020-03-23,1071.3199462890625,1013.5360107421875,1061.3199462890625,1056.6199951171875,4044100,1056.6199951171875
2020-03-24,1135.0,1090.6199951171875,1103.77001953125,1134.4599609375,3344500,1134.4599609375
2020-03-25,1148.9000244140625,1086.010009765625,1126.469970703125,1102.489990234375,4081500,1102.489990234375
2020-03-26,1169.969970703125,1093.530029296875,1111.800048828125,1161.75,3571700,1161.75
2020-03-27,1150.6700439453125,1105.9100341796875,1125.6700439453125,1110.7099609375,3208500,1110.7099609375
2020-03-30,1151.6300048828125,1096.47998046875,1125.0400390625,1146.8199462890625,2574100,1146.8199462890625
2020-03-31,1175.31005859375,1138.1400146484375,1147.300048828125,1162.81005859375,2486400,1162.81005859375
2020-04-01,1129.68994140625,1097.449951171875,1122.0,1105.6199951171875,2344200,1105.6199951171875
2020-04-02,1126.8599853515625,1096.4000244140625,1098.260009765625,1120.8399658203125,1964900,1120.8399658203125
2020-04-03,1123.5400390625,1079.81005859375,1119.0150146484375,1097.8800048828125,2313400,1097.8800048828125
2020-04-06,1194.6600341796875,1130.93994140625,1138.0,1186.9200439453125,2664700,1186.9200439453125
2020-04-07,1225.0,1182.22998046875,1221.0,1186.510009765625,2387300,1186.510009765625
2020-04-08,1219.0699462890625,1188.1600341796875,1206.5,1210.280029296875,1975100,1210.280029296875
2020-04-09,1225.5699462890625,1196.7349853515625,1224.0799560546875,1211.449951171875,2175400,1211.449951171875
2020-04-13,1220.510009765625,1187.5980224609375,1209.1800537109375,1217.56005859375,1739800,1217.56005859375
2020-04-14,1282.0699462890625,1236.9300537109375,1245.0899658203125,1269.22998046875,2470400,1269.22998046875
2020-04-15,1280.4599609375,1240.4000244140625,1245.6099853515625,1262.469970703125,1671700,1262.469970703125
2020-04-16,1279.0,1242.6199951171875,1274.0999755859375,1263.469970703125,2518100,1263.469970703125
2020-04-17,1294.4300537109375,1271.22998046875,1284.8499755859375,1283.25,1949000,1283.25
2020-04-20,1281.5999755859375,1261.3699951171875,1271.0,1266.6099853515625,1695500,1266.6099853515625
2020-04-21,1254.27001953125,1209.7099609375,1247.0,1216.3399658203125,2153000,1216.3399658203125
2020-04-22,1285.613037109375,1242.0,1245.5400390625,1263.2099609375,2092400,1263.2099609375
2020-04-23,1293.31005859375,1265.6700439453125,1271.550048828125,1276.31005859375,1566200,1276.31005859375
2020-04-24,1280.4000244140625,1249.449951171875,1261.1700439453125,1279.31005859375,1639600,1279.31005859375
2020-04-27,1296.1500244140625,1269.0,1296.0,1275.8800048828125,1600600,1275.8800048828125
2020-04-28,1288.050048828125,1232.199951171875,1287.9300537109375,1233.6700439453125,2951300,1233.6700439453125
2020-04-29,1359.989990234375,1325.3399658203125,1341.4599609375,1341.47998046875,3793600,1341.47998046875
2020-04-30,1352.8199462890625,1322.489990234375,1324.8800048828125,1348.6600341796875,2668900,1348.6600341796875
2020-05-01,1352.0699462890625,1311.0,1328.5,1320.6099853515625,2072500,1320.6099853515625
2020-05-04,1327.6600341796875,1299.0,1308.22998046875,1326.800048828125,1504000,1326.800048828125
2020-05-05,1373.93994140625,1337.4599609375,1337.9200439453125,1351.1099853515625,1651500,1351.1099853515625
2020-05-06,1371.1199951171875,1347.2900390625,1361.68994140625,1347.300048828125,1215400,1347.300048828125
2020-05-07,1377.5999755859375,1355.27001953125,1365.93994140625,1372.56005859375,1397600,1372.56005859375
2020-05-08,1398.760009765625,1375.47998046875,1383.1300048828125,1388.3699951171875,1386900,1388.3699951171875
2020-05-11,1416.530029296875,1377.1519775390625,1378.280029296875,1403.260009765625,1412100,1403.260009765625
2020-05-12,1415.0,1374.77001953125,1407.1199951171875,1375.739990234375,1390600,1375.739990234375
2020-05-13,1385.4820556640625,1328.4000244140625,1377.050048828125,1349.3299560546875,1812600,1349.3299560546875
2020-05-14,1357.4200439453125,1323.9100341796875,1335.02001953125,1356.1300048828125,1603100,1356.1300048828125
2020-05-15,1374.47998046875,1339.0,1350.0,1373.18994140625,1707700,1373.18994140625
2020-05-18,1392.324951171875,1354.25,1361.75,1383.93994140625,1822400,1383.93994140625
2020-05-19,1392.0,1373.4849853515625,1386.9969482421875,1373.4849853515625,1280600,1373.4849853515625
2020-05-20,1410.4200439453125,1387.25,1389.5799560546875,1406.719970703125,1655400,1406.719970703125
2020-05-21,1415.489990234375,1393.449951171875,1408.0,1402.800048828125,1385000,1402.800048828125
